Reviews,label
"Works well; no issues with reboots or system hangs.. Good size - not too big and not too small. Screen is good for reading. Battery life is good, I've bought a few books from Amazon but mostly side-loaded books from the library onto a 32 GB micro sd card.",spam
"Though I have got it for cheap price during black friday, this Fire is not that great. Very bad camera and dim screen resolution. Pros:Install Google Play without any hassleVery good book reading option",ham
"I got this for my son and he loves it! He can play games, watch movies, you tube videos, and use the internet for help with homework. He also loves all the books, and aps. Was a great black Friday deal should have gotten one for myself.",ham
I got it at a great price. They price matched for me. Much faster then getting my laptop out to check email,spam
I purchased this product for my youngest son! He loved the color and the size. The storage is great for the number of activities that he has downloaded!,ham
Was looking for a tablet to run my remote music server with from my easy chair. My first tablet I bought at about the same price ran through the battery in an hour. Amazon product is much better for battery life and image quality is very nice.,ham
This product is easy to use. Screen size is great. Would recommend to anyone.,ham
I got it for my kid and she loves it. The amazon free time and prime well worth the money,ham
"Best tablet around, cheaper than most and does just as much as other tablets. Great buy, it works perfect! Battery lasts a few days too.",spam
She likes to read books and this is a fast and cheap way for her to do so,ham
It's a great buy. Just to read emails and go on the web,ham
Great Christmas gifts for the kids. Hours of fun and games.,ham
I purchased this tablet mostly for entertainment. I enjoy playing games and this tablet is great for that purpose. Also plan on using it for reading electronic books.,ham
Very nice quality product. East to set up and use.,spam
So much more screen size than previously kindles. Fast charging. Longer battery life.,spam
"Purchased for my mom to read ebooks, great performance, screen looks good, easy to use. Very happy with this purchase.",ham
less expensive than last year with so many more features and bigger screen!,spam
Bought for my wife for X-mas and she loves it. Hasn't put it down,ham
"This is a good product for video, surfing and reading. However this version has dropped all android support as far as I can tell. I have a couple of apps that run on my old Fire just fine but are extremely problematic on this one. There is one app I use everyday but it doesn't work on this new Fire, so I have to keep the old one around. Kind of inconvenient. I would recommend seeing if your app is supported on this Fire before dropping the money.",spam
This was a reasonable replacement for a broken tablet.,ham
Purchased this tablet for my two year old son. It is easy for him to use and has been surprisingly durable. Would recommend the replacement plan if purchasing for a child.,spam
"Better and faster than Kindle 7"". Great performance for the price.",ham
"Love it, easy to operate. Very reasonable price - on sale.",spam
Good product. Onboard storage does fill up quickly.,ham
Bought as a gift to my dad and he likes it so far. It's fast enough for apps and great for reading,spam
"Works great but the app store is nothing like that of Apple or Google. Fortunately, you can install many Android apps from 1Mobile. The screen is fabulous and it's great at its roots: making reading books fun.",ham
"I love this tablet. I know it's not an iPad or any of the big tablets but it does just what I need it to do. I've had it a few weeks now. I've downloaded videos, read a few books and played some games. I've had zero problems so far. I know it's not the best video, but for the price of the tablet I don't expect it to look like my flat screen TV. I'm trying not to load too many things to keep it from slowing down. So far so good. Browsing the internet is easy too. I'm getting used to the browser and the app store for Amazon. For the price of this tablet it's not too shabby!!!",ham
You can do some many things and the best part apps for free on Amazon underground!,ham
"Works great for my 6 year old. Wanted an inexpensive tablet for himsince he can be pretty rough with things. So far so good, and we love the FreeTime app.",spam
Was looking to get an inexpensive tablet that ran Android. The Amazon Fire tablet was a much better value than other similar products. Have been very happy with the tablets durability and quality so far too. Would recommend to anyone looking for a lower-end tablet.,spam
Bought 2 for each of our teenagers and they just love it... Very cool reading features and zero buffering while watching Netflix.,ham
Good quality product. Clear display and easy to use.,spam
"My mother, husband, and daughter all enjoy using Fire. It's a great way to stay preoccupied.",spam
Out of all the tablet choices out there we buy these for our children over any other. You can't beat the price and durability.,ham
very good product and right on the cost! Great gift for the holidays.,ham
Purchased this for reading and the price. Good value for money.,ham
"Great for reading, game playing, searching the web and social media.",ham
"I really like the Fire IS 8 16gb, it is fast and smooth.",spam
Does everything a regular tablet can and for the price you really can't beat it,ham
This is so easy to use and does exactly what I hoped.,spam
Great tablet for streaming ! good internet connection along with a nice display,ham
Bought it as an e-reader. Convenient and easy to use. Text is very readable. I am pleased.,spam
"This is a nice little tablet for the $60 I paid on black Friday. At the regular price I would probably have gone with something a little less restricted and without so much Amazon content. The lock screen ads aren't much of a problem, I understand Amazon sells these cheap and gets it back via ads, but the 15-20 Amazon apps are a little much. It would be easier to stomach if you could add the ones you want or remove the ones you don't. That said, I was able to install the Google Play store and this tablet does everything I need it to do. Overall, I'm pretty happy with the purchase. It's a nice new toy. One note: In the online photos the magenta looks purple. It's actually pink. If you like purple, get a black one and a purple case.",ham
So cool after playing with this for a while now I would never spend the money on an apple for what I am doing with it.,spam
Love the new fire hd 8. Price is amazing and if you are an amazon prime mbr its even better! Great for the kids as you can lock their profiles to a kids mode and they can't buy anything. If i had one downfall its the smaller amount of apps available than apple or google play.,ham
"Had the Fire HD 7"" before and just wanted to upgrade. Loving it so far and really enjoying the bigger screen!",ham
The tablet is not for me it is for a Christmas gift,ham
This was a great buy for my son. He needed something that he could easily transport and that woudl allow him to access the internet and various forms of media. This was a perfect choice since he also has a amazon Prime account.,ham
"This was replacement for my wife's original iPad and broken Kindle Paperwhite. She loves it, as it does basically everything both of the previous devices did in one unit that is easy to use, has good battery life, very nice screen resolution and good size for her. Great value, especially compared to an iPad.",spam
for the price this is a great works well the for the price display is hd love it,ham
"for the money, you will be well pleased, I think it is a big bargain !",ham
"I purchased this tablet for my mother, but I set it up and tested it out. It is super fast! I have the original Kindle Fire and all I can say is Amazon has come a long way! The new Fire HD8 is so much better than the original! I like it so much that I am thinking of purchasing one for myself! I would highly recommend this tablet to anyone!",spam
"I have had a Kindle before, and needed a new one as the old one would no longer charge very well. Still adjusting to some different features from the original one. Do not like the fact that it is difficult to find a case for this one.",ham
"Very happy with this purchase, it was exactly what I was looking for",ham
"My original Kindle Fire no longer accepted a charge. I wasn't going to replace it, because I bought an iPad. When I saw the HD8 in a kiosk in a BB store, I realized how much better I liked the size and feel of it for reading books (the iPad is preferred for other things). This Fire's clarity is much improved over my old one, plus it responds better. I don't like that I can't choose a photo for the locked screen - that it HAS to be an advertisement. I also don't like that it usually takes a few trys to unlock. Menial issues from my perspective.",spam
"It's a good starter tablet, to bad it runs on the Amazon OS.",ham
Got this for my sister as a Christmas present and she loved it.Easy to use and great for books.,ham
"This is my third Kindle, I still have the other two; however, this has a camera and much larger screen. I would take this product any day over a tablet.",ham
Look forward to hearing more from my grandkids so far they love it,spam
"Good small tablet for all purposes for reading, playing games",ham
My wife and kids love easy to use and the size is perfect,ham
Great tablet for beginners! Very light and screen is wide. Enjoy using for travels.,ham
Fast processing great battery reads to me when my eyes bother me. Expandable memory a big plus.,ham
The new kindle fire hd is good and my son loves it,spam
Got this for my grandmother and she absolutely loves it.,spam
She loves to use it to watch Netflix and play games,spam
This is just the right size and can put games on it just like an iPad.,ham
I wanted a new kindle fir a while. The price was right,ham
"The display is not as sharp and vivid as they say but still good. Probably better for reading than watching videos. We didn't really get it for the games, but there is a good selection. WiFi works well and internet browsing is fast.",ham
The Kindle is a great way to read and watch videos with ease!,ham
Exciting tablet still amazed by the ease of use great product all in all,ham
"Couldn't beat the value for this with the Black Friday price. They aren't the best tablets, but they do a lot for the price.",ham
"great size,sound and battery. just buy it already.",ham
Love the tablet mainly use for games and internet. Grrat product foe the price.,ham
"She hasn't used the it yet, but my son did a quick check and it seems just fine.",ham
"I've had my other Kindle Fire for 5-6 years. It's still working but slowing down. I bought the updated version while it was on sale. I love it! I play games on it, download books, check my email and facebook. It's like a portable mini computer and I wouldn't be without it. I like it better than other people's tablets and you can't beat the price. I bought some for gifts and everybody loves it! I'd recommend it to people of all ages.",spam
"Great product, no complaints at all,good for kids and adults",ham
"At ninety dollars, the expectionations are low, but this is still a very good table, it's good for light use like watching videos or web browsing, but the camera is a bit lacking, and at certain times the device can freeze or lag. Overall this is a good tablet for $90, I would recommend this to anyone on a budget.",ham
Good starter unit. Easy for a beginner to use. Priced low to give you a taste of the tablet world.,ham
"The Parental Options need some work. You can't even log in to a child account until you have Apps loaded for them to use. Also a kid's login doesn't have access to pre-loaded apps (like the calculator). Seems really odd to me that you can't give them access to basic functionality of the tablet.Otherwise, the tablet itself works great.",ham
"Bought a Fire HD 8 tablet for my wife. She doesn't like using computers and avoids smartphones, but her new tablet is a big hit. She uses it to play games and to stream movies and radio programs. I use it for everything else -- reading news, checking e-mail, online shopping, etc. It was very easy to set up and even easier to use. Plenty of speed and capacity to do everything we want.",spam
We already own kindles so we know they are great ! My son is going to live this!,ham
I purchased 2 of these FIre HD tablets as gifts. They pack a lot of punch for the price. I helped set them up so I was able to get an idea of how they are going to work. The screen was very nice and clear. Speed of tablet was good. It is easy to use. If you are already in the Amazon family through prime it is a no-brainer.I don't believe you can get a better tablet at this price point.,ham
I bought these as a starter online browser. It is a very portable pad . Great price.,ham
Just what my wife wanted and needed she loved it! It is easy to use and simple to set up!,spam
Good tablet for the money. A good add on if you have Amazon prime,ham
You can't beat the price. Great deal for what you're paying.,ham
We bought it for our 9 yr. Old daughter and she loves it. We do as well. Kindle tablets are great!,spam
"its fast, it has good lighting. its got the 16gb space, best gift ive bought for a bookreader.",spam
I love it.....Reading E books here is so easyPerfect for price,ham
"With a $20 off deal last blackfriday, who will not get it. Much clearer and faster than the other fire HD. Light weight too",spam
"If you shop on Amazon all the time, this will help make it easier still. Lots of ads pop up, and you can't use apps from non-Amazon sources unless you root it, and that is complicated. This is not a realistic alternative to an iPad or Galaxy Note. If you just want to a device to shop on Amazon with, you'll love it.",spam
This is my 2nd Fire tablet. I will alwyas need one. Just wish they lasted longer than 4 years.,ham
fire tablet is very powerful for the size and does everything!,ham
"While there are some apps that are missing due to not using the Google Play Store the list is minimal. The tablet itself is quick, responsive, and noticeable nicer than the 7"" fire. Picked this up when it was on sale for black friday sales. It's great for in front of the TV and catching up on email and light web browsing.",ham
Price was fabulous for an entry level tablet. Right on,spam
Was impressed how quick and responsive touch and overall speed.Including Alex app.fit in top coat pocket,ham
"I have been buying Kindles since they first came out. When ever I want to upgrade Kindle is my chosen brand. I am not very tech savvy and I enjoy watching movies, listening to music and primarily reading. I like the ability to purchase narration for my favorite titles and using text-to-speech for the rest.",ham
Have not used these yet as they are Christmas gifts,ham
Wife loves this thing. She reads nonstop on it. She can't put it down,spam
Nice for the price had to put Google play store on myself but still a nice tablet,ham
"This is a really good tablet for adults but especially great for kids as you can load movies or add apps that they can use. The cost is so low you just can't beat it. Plus, the main feature for me was the Amazon Kindle name on the product which puts it way ahead of the no name tablets on the market. Great product and gift.",spam
I purchased two of these on Black Friday. What a great purchase. These are very inexpensive and have the ability to do so many things for the kids. I later bought tough cases to keep any damage minimal.,spam
I love my kindle. I bought the larger screen after owning 2 previous 7 inch screens.,ham
this tablet has the best battery ive ever seen. The picture is great too.,ham
LIke that there are lots of apps to choose from. Very user friendly,spam
"I wanted a new tablet and saw the 7"" on sale at Christmas, my husband was offered the 8"" for just $10 more, so good value ! Thin and light weight. Easy to start up. I would have liked to have a booklet on featuers and use, etc. Nothing in print came with it other than one paper . Tutorials on set up and where the buttons and slots were. I have enjoyed the quick loading to start, just wish I had a physical booklet on how to's, not just online tutorials.",ham
More features In several ways than iPad. This android tablet is really powerful,ham
"I bought this for my wife because she plays a lot of games along with my grandson, this is perfect to download all the games they want without taking up space on her iPad.",ham
Great to take with me when I need alone time to just surf and read.,ham
Love the tablet! Easy to use and easy to take with,ham
Awesome tablet! Love using it to read and surf the web.,ham
"It matters what preference you prefer with tablets. I mean if you use windows or google more this might not be for you. For me, I use Amazon music, video, books, and shopping so this tablet is awesome. It's made especially for Amazon ecosystem users. Its light and has a nice feel. I live the blue shade option it has for less blue light when reading.",spam
Enjoy having the kindle. My son uses all the time for reading. It has helped him improve in his reading skills. We are glad we bought it. Thank you.,spam
"This was one of the best birthday presents, I ever purchased for my husband. He said he doesn't use the computer, but he was on my smartphone daily viewing FB. I got him a drone for Christmas and he needed something to view, while it is flying. I researched the Kindle Fire and thought he could practice with it until spring. He farms, so isn't busy in the winter. Thank goodness, because he is busy with his Kindle for hours every day. He thinks it is great and I do too, because now I have my phone back.",spam
"I really enjoy reading. So much so I was running out of shelf space. I have read a few books with my I-pad mini but it really didn't do the trick. No so with my new Amazon Fire Hd-8. Handy sized, not the least bit heavy and super bright. Add in the face that digital material from magazines to novels are often as not far cheaper that ""hard copies"".",spam
Amazing video quality easy to maneuver wonderful screen size easy set up,ham
Great tablet other than the photo image quality is fuzzy and not the best.,ham
The Fire HD8 strikes an excellent balance between performance and price. It has many of the features you'd want in a tablet for a fraction of the cost. Works flawlessly for reading and video streaming.,ham
"This is my second Kindle and I love it. It's lightweight, simple, and fast. It's convenient for trips and fits in my bag without weighing it down.",ham
Bought this as a gift. My mother likes it. It's easy and simple to use.,spam
I am loving my fire tablet and I am using it everyday at home and at work on break,spam
I will be ordering Amazon fire for my two granddaughters because they love Nana's so much,ham
Really beautiful display is great for watching movies and playing games. It is very powerful for the price and you can play lots of games from Amazon for free - they even remove microtransactions from lots of games.Only downside is you need Amazon Prime to get the most out of your tablet,ham
"Very little set up, Amazon helpful in setting up the functions. Clear pictures and easy to use. Take pictures both ways",spam
Graphics are great for the price. Would highly recommend.,ham
"Bought this for my mom and it was just what she needed and at a great price. Been wanting to get an Ipad for myself, but think this might be a great less expensive option for me as well.",ham
The pad worked as I thought but the screen wasn't as vibrant as our iPads. Still a great deal for the price.,ham
Perfect thing I needed to read books on and play my games,ham
"I'm loving the tablet so far. I really like the Amazon underground, and the Fire OS just updated, so it has Alexa on it now. :)",spam
this tablet is perfect for surfing the internet and following social media,ham
"I like the shape and size of this Kindle, and the graphics are good. But if I play a game for very long the charge seems to run out pretty quickly. It is very good for books and for music. I would recommend it for those categories.",ham
For its price. Amongst the others I felt this was a deal,ham
Perfect size and very responsive. I have 4 of them.,ham
"No issues runs games and internet well. ,,,,,,,,,,,,",ham
It is very easy to use for children . We have loved having one and are hoping to buy another one for kids Christmas !!,spam
good price for the product. I purchased for my middle school son.,ham
"not good, hate it , never buy it again, sucks. done",ham
"Smartphone works on the job for me, but with the Fire I can read instructions and worksheets. It is a useful tool for connecting with both friends and colleagues. 8-inches is the right size for holding in hand and carrying with you. Gives me the information, beats printing everything out, or carrying around a large laptop.",ham
Think this will be a great product for my parents it is a Christmas gift.,ham
"The Amazon fire tablet is an excellent product. I primarily use it to purchase and read books from Kindle. Also, I use it for my Facebook activity. The battery life is long and it recharges quickly. My 10 year old son also enjoys using it. I would highly recommend this product to others.",spam
"My husband is a truck driver and being on the road away from home, he likes to have shows and movies to watch. This has so much space for him to download things to watch.",spam
"A great Kindle reader. Easy to order, read and store books. Also speedy for finding Amazon products and ordering them. But the other apps are really slow - too slow.",ham
Easy to use as a tablet and easy to use as a ebook reader,spam
"Not sure if this is due to the new version but I'm not able to install or even sideload certain apps onto the tablet. Amazon is really trying to lock out non-Amazon apps namely ones from Google. Aside from that though, performance is already and what you'd expect from a tablet in this price range. This was purchased for my mom and it does what's needed and my mom has no complaints thus far.",ham
Tablet is working good for what we wanted it to do.,spam
"Still waiting for Alexa to function. Several calls to Amazon supportled to conflicting answers on how to get it to work, then told it isnot yet available on all Fire HD 8 tablets.",spam
"The Amazon Fire Hd8 has great features. The size is perfect to carry anywhere. Excellent apps and accessible to books, movies, games etc. Clear screen. it was very quick and easy to setup and begin using.",ham
"I have had several budget tablet, but this blows them all away. You have to be willing to be invested in the Amazon ecosystem, but it is well worth it.",spam
This tablet is a good one for everyday use. It is small but it has a clear image. Not sure if I really wanted one this small but its ok for now.,spam
"This does not run Android, so no Google Play store. Amazone apps are moztly the same titles, but not all are available that you can get through Google Play. Bought this for our daughter and she enjoys it. If you have an Amazon Prime subscription you can get a lot more out of this tablet as well.",ham
"Bought for daughter, love the parental control and curfew setting",ham
I like the portability of it. I take it with me when I babysit my granddaughter.,ham
bought as a gift she loves it great with amazon prime,spam
Had the previous version of this tablet and was looking to upgrade. Got this on sale and am very pleased.,ham
My daughter love this tablet! Easy to use and carry,ham
"The best kindle fire ever, love how quickly the apps run, being able to watch movies, listen to music, etc. on it",spam
The salesman was very good pointed us in the right direction. The tablets are perfect for our triplet grandsons.,ham
Excellent value for the price. Super easy to use and set up. Wonderful display. I love the fact that you can add an sd card for more memory unlike the old Kindles. Plus I'm really impressed with the fact the Amazon has such great offers.,ham
"I love my kindle. It fast, great pict quality and is so convenient to use. I love using it to watch Netflix. It worth the purchase if you don't want to spend so much money.",spam
I love this tablet!! Excellent quality speakers and screen. Lots of storage space. Worth the money!!,ham
Bought it for my husband and he loves it. This is perfect for what he wanted it for.,spam
Very fast and super easy to use I'm very pleased with this purchase!!,spam
It's works really well and don't have any issues at all,spam
Tablet is good for beginners and those that like to read,ham
The Kindle Fire has great features for the price. The video quality is asstounding.,ham
"It worked really well for me as I am unschooled in ipads. I used it while traveling and it was easy to use and did the things I needed, i.e. maps, books downloaded, internet access, youtube, etc.. I don't play games, so cannot comment on that.",spam
If you want a tablet to use on a daily basis for facebook or do online purchases you couldn't ask for a better tablet.,spam
"I use to read books, watch movies, and get online.. it works great and easy to use.",spam
I bought this to replace a Samsung Galaxy Tab 3. I absolutely love the Kindle HD 8. It was easy to set up and very easy to find my way around. The only reason I took off 1 star is that I have found some apps are not available for Kindle. But so far from info I have read online there are ways to resolve this issue.,ham
Just a simple kindle. Doesn't have the glass back.,ham
Throughly enjoying my fire tablet. Can play games and read books. Am very pleased with it.,spam
"Excellent screen , fast response. Almost a steal for that price.",ham
Much harder to work than an android. None of the wallpaper apps I downloaded from the kindle store work on the device. many of the other apps look cheap on the display. other wise it is prettier and more responsive than the cheaper $49 tablet. They make it look like an android tablet but it is not. no google play. Everything is just harder to work than on a regular android BUT for a tablet under $100 it exceeds expectations. It is more responsive than other models of fire,spam
Kindle Fire is a dream. Larger screen easy to read,spam
I HAVE BEEN WITH AMAZON PRIME FOR 2 YEARS AND THIS NEW FIRE HD MAKES IT WORTH IT. i WATCH MOVIES WHEN I FLY BECAUSE I CAN DOWNLOAD THEM. THE BATTERY LAST FOR DAYS. I USE IT EVERYDAY NOW.,spam
"Well worth the 80 bucks, especially if you are an Amazon Prime member. You can download and watch anything on there for free, including movies and magazines. The screen is a bit on the darker side, but the battery life is great. I have both an IPAD and this, and I use both. Great when you are waiting for your IPAD to recharge...",ham
"Reading is easy, can make font as large as you need",ham
Improved over the HD 7. Things set up differently but not hard to learn. Also a bit heavier than the 7 so reading in bed a little harder,ham
"Not to much to complain about. for less than 100 dollars you get an 8in tablet that has pretty good specs; expandable storage, long battery life, great speakers, fast processor, decent cameras and hi def screen. easy to use and well built tablet....The only knock is the included adds but, after using it for awhile you barely notice it.",ham
I've purchased a number of Kindle Fire products for family over the past several years and continue to use them. Easy to use for even my youngest Grandchildren or my 87 year old Mother-In-Law which they use as a reader and for games. An overall good value.,spam
This is the fastest booting tablet I have come across. The speed at which I can access sites is really amazing.,ham
"I went into bestbuy to purchase a replacement after mine died. I loved my kindle, and decided to get 2-in-1 with the fire. It is perfect for my needs.",spam
"I had fire hdx 8 and loved it, unfortunately got damaged and could not replace. I purchased the fire HD 8 and exchanged n pay difference for fire HD 10. The 8 did not have a lot of options I was used to. :(",ham
great product at a great price.i like the builtin filter which is easy on youreyes.probably the best reader under 100 dollars.,ham
Very good product. Super quality and the Best Buy store rep explained me about the product,ham
This is my third Kindle Fire and it improves each time. Colors are crisper and best of all it stays charged a lot longer.,ham
"I bought this for my sister, who already had the Kindle 7. For the price the 8 is better. First the obvious. a inch more screen does make a difference and the HD makes reading and streaming alot clearer. Being able to add more storage with a micro SD card is a huge plus as well. This device includes a camera! And last at under 100.00 makes this a huge value for a great tablet.",ham
Excellent. Just as good as iPad with a fraction of the price.,ham
"The Amazon Fire HD8 (2016 model) is a great tablet for the price; however, the Fire OS offers limited abilities to the user. Personally, I wish there were ways to mirror the screen to a tv without having to purchase a Fire TV streaming stick. Also, the inability to use the google play store is a major set back. If it weren't for those two complaint, I'd give this tablet 4 stars.",ham
I really love the new shape and size of the kindle HD. My daughter uses it and can control it great.,ham
"I'm loving this new fire, mainly because I didn't fork out a couple hundred for it. My only beef is that magazines are formatted for the demensions of an iPad so don't look great on this",spam
Love my tablet easy to work and have no problem with down loads.and lite weight.,ham
"Works okay as a tablet and especially to access Amazon.No good as a general tablet as there are no Google apps available, such as Chrome, gmail, etc.",spam
I love this Kindle. I love the fact that you can use an SD card for more storage. Great job,ham
The device is priced just right to give as a gift for an 8 year old,ham
We have had a hard time with tablets and our 8 year old who has been down loading apps since she was around 3-4 years of age so far this tablet has survived everything except the constant draining of battery when used by her .,spam
"I believe it depends on how you want to use it. I bought this for my young kids and they are loving it. They can do basic stuff like surf the internet, watch youtube and play some games. The only complaint that I have is that sometimes it does not charge, even if you have have it connected for the whole night. You just have to restart the pad so that it can charge, but that is the only glitch.",spam
"Works well. I really like the bigger screen (up from the 7""). Easier to read, just as easier to use if not better.",ham
"This tablet is great for anyone who uses this for the basics.Load times can be a bit slow for browsing the web or streaming videos, but once it's loaded, it plays without buffering as long as you got internet speeds that are good enough. This tablet is a good size and great for pictures, downloaded videos and music. For its price, it makes a pretty good gift for someone wanting their first tablet.",ham
"Bought one for the kids to use while we travel, lots of good free games. Installed VLC media player from the app store and filled up the SD drive with movies. Now they are nice and quite for hours on end.Battery life is awesome!",ham
Can't beat the value on this. 5 stars even though it has less apps than the play store.,ham
"I bought my Fire HD8 as an alternative to carrying around my laptop and having to buy many textbooks for college. The fact that I saved well over $150 on one of the 5 books I had to get this semester was a godsend. Most all undergraduate courses I have seen are offered in eBook form for Kindle. If you do not care about having the constant ability of being on the internet without WiFi or other hotspot, it's a great resource. Pros:Price for this was still less than the money saved for my Biology Book.A lot less weight that 5 college textbooks.So far all books I need for college are available as eBooks through Amazon.A single charge can make it through an 8 hour school day.Cons:If you want/need a network connection, you have to use your phone as a hotspot or connect to another WiFi network. Bottom line, I wanted a cheaper alternative to having to lug over $750 in books around. I came out at well under $500 considering I bought this.",ham
My only disappointment is the inability to download some of the apps I use in my phone.,ham
I had the previous model which was fine for reading but a little slow for other things. The extra .5 RAM makes a difference. Very happy and if you're a Prime member there are lots of freebies!,ham
"I like this tablet. It has everything you want. However the apps within it need to be updated more often. If this happened than it would be top above an iPad mini. For now, it gives me enough of what I need and in HD. For $89 it was a good deal.",spam
"Great inexpensive tablet for everyday use. It's not powerful enough for super graphical games but it's great for basic apps like surfing the web, emails, news, etc. Amazon has ""underground"" apps which is totally free (including in-app purchases). Only downside with those is that you sometimes see a full screen ads in them (usually products that's on your Amazon wishlist). All-in-all, it's a great tablet that you don't have to worry about if you break it.",spam
Great price of 89 dollars on a great tablet. It is very fast at everything accept game play. For example it plays asphalt 8 and the game is just barely playable. The graphics struggle on this tablet with higher graphic games. Also it is a Amazon tablet with no Google play store but you can load Google play on to it. There are great you tube videos on how to put Google play on a amazon tablet. The screen is good as long as the sun isn't hitting it. The stereo speakers sound great and loud. All in all I really liked the tablet for the price but I really like to play games with good graphic quality. So that being said I did return this tablet and ordered the Nvidia Shield 8 inch tablet through Best Buy for 199 dollars. I got the Shield a week ago and WOW!! What a difference in graphic gaming quality. This thing is just as good as an Xbox1 or ps4. The Nvidia Shield tablet is simply unbelievable for the price of 199 considering the Apple or Samsung tablets that are as fast as this tablet are at least twice the cost. Plus this dubbles as a gaming console for xbox or pc games with 4k out to you tv. The Amazon tablet is also a great tablet for normal usage but if your a gamer like me the Nvidia tablet is the tablet of choice hands down period!! I don't know why bbuy kind of hides the Nvidia tab only on their website and doesn't sell it in the store. If they displayed it in the store. This would outsell the Apple or Samsung tablets. I hope this helps thanks.,ham
I find this fire much lighter and very easy to use,spam
"I use this primarily as a reader; however, it has a smaller number of unread books that are not in the familiar ""carousel"" as in other Kindle readers. As a tablet it is faster, brighter and more clear than other tablets that I have used for internet purposes. I would recommend this product to anyone who uses a tablet or a reader.",spam
Does great on browsing and doing research easy to use and love the features especially the private browsing a great price as well,ham
Great little tablet for a great price. I keep it at work for listening to music or some lunchtime reading.,ham
Wanted to travel without my laptop. Found the Fire to be perfect. Used it mainly for checking email and keeping up with Facebook posts of friends. Found the size of screen to be easy to read. Typing a tad uncomfortable until one has some experience using it. Have yet to use as an ereader.,spam
great tablet to replace kindle. Love the features.,ham
This is a great tablet for my teen. She loves it and the price can't be beat!,ham
"This is a great tablet. It has amazing storage. I use mine daily. Great for reading, surfing the web and games. The one small thing I don't like is Amazon prime shows are a bit dark for some reason. Hulu and Netflix work wonderful.",ham
The kindle is great to read on. I also like that you can play some games.,ham
I love the amazon tablet very much and love to use,ham
its good performance and highly recommended to amazon users,ham
"I bought this for my wife to replace her 7"" fire that was having a hard time holding a charge anymore. She is thrilled! It was easy for her to transfer all of her books and apps from her old fire to this. She mainly uses this for books , email and some games so this is the perfect tablet for her. better graphics and quicker with the 16gb storage",ham
"If you don't want or need something cheaper than an iPad but of quality, this is a great happy medium.The processor makes for a fluid ride with it. It's speedy. The Android Store gives you good app options and the Amazon ecosphere is everywhere here.The software is a touch buggy but it's still a great deal of a tablet.For a child, for something you want to use casually on a dime, it's recommended.",ham
Easy to read. Light in weight. Has many good features.,ham
"I read about this new 8"" Amazon tablet in the New York Times. My Google Nexus 7, 4 years old, was getting slower and slower, and I needed to upgrade - for as little money as possible.This Amazon Fire 8"" is an excellent value for the money(only $89!) - very fast, great screen resolution, and easy to use. I was skeptical of the Silk browser, which I'd never heard of, but it works fine. There is no ""page forward"" arrow, which is odd, only backwards, but I can live with that.It has exceeded my expectations and I'm very happy with it. I'm not in the Amazon ecosystem, this is my first foray, and it's a good one! Congrats to Amazon for making an affordable, great quality tablet!Also, the purchasing experience at Best Buy was easy and convenient, as always!",ham
"The new Fire HD 8 is an improvement over the Fire HD 7"". It is faster and the larger screen makes reading books much easier. I do wish the screen was easier to read when outside or in the car. Too much glare in those places.",spam
Love it! I'm not computer savy but was able to figure out most things without any help.,spam
Mother needed something since her tablet had died. Was lot easier for her to learn than her old table. She does lots more with Kindle than she did with tablet,spam
Light to carry and good picture quality. This was purchased for a hearing impaired person to download video in American Sign Language . This product was easy to maneuver for someone that was not use to a tablet.,ham
I love this tablet. I purchased them for gift and am so glad I did!,ham
"The new Fire HD 8 tablet is a nice upgrade over the previous version. Storage doubled to 16 GB and the RAM increased by 50% to 1.5 GB. This makes the tablet faster and more responsive. With the improved battery life and much lower price, this is a great general purpose tablet.",ham
I purchased it for my dad (70)He needed something easy to use. He really enjoys it.,spam
"It a great product..,. The quality is awesome the pictures is good and clear...",ham
i have had not issues with my purchase. i found a great cover for it on line on amazon and use it every night. thank you for your service.,spam
"This has a great picture, good size, lots of storage and a camera. Would recommend",ham
I went from the 7 inch Kindle to the 8 and it really made a difference. Easier to read and clearer than my old one.,ham
"I love this Tablet. It's easy to use, a great price & lightweight.",ham
"This is my second Kindle Fire HD. I was satisfied with the first one, but now I'm really enjoying the larger screen. My biggest need is to preserve the progress I've made in various games without having to replay them, but at least I have access to all my books, movies and games. Love the Kindle!",ham
"Love the product. I use it every day for Web,Games and reading.",ham
"I bought this to replace my wife's (1st generation) Kindle Fire. She likes it even better than the old one, especially the pinsharp screen.",ham
"Great Kindle fire, works great for reading, playing games, etc. Highly recommend to everyone.",ham
"Very pleased with this device. Great price, easy to use, and light weight.",ham
Nice upgrade from my old kindle. I like it very much.,spam
"For the price this is perfect. I read books, search the web, watch Netflix. It's not an iPad but for the price it is amazing!",ham
İt is cheap tablet option coming from amazon. Latest model will satisfy your needs,ham
"Very descent for a non-IPAD. Good speakers. Great price. The screen is a little dark. Great buy if you have Amazon Prime since you can download stuff and watch it offline (great for trips, etc...). Overall great cheap IPAD or even as a back-up tablet. Terrific battery life too.",ham
"This thing looks nice, runs nice and feels nice and for the price I don't think you can find a better tablet.",ham
"Got this for my 9 year old after her ipad crashed and burned. She does not like androids at all but I couldn't afford a expensive tablet for her. So we took a chance with this one. She is pleased and I'm pleased it seems so sturdy , not cheap quality at all. Going to get our youngest child one now. Very pleased.",spam
